game_num,strategy1,strategy2,points1,points2
359,random,tickets,31,-30
360,random,tickets,28,-140
361,random,tickets,25,36
362,random,tickets,41,68
363,random,tickets,48,55
364,random,tickets,15,54
365,random,tickets,18,63
366,random,tickets,9,69
367,random,tickets,32,62
368,random,tickets,23,78
369,random,tickets,7,85
370,random,tickets,28,54
371,random,tickets,28,70
372,random,tickets,38,-184
373,random,tickets,27,53
374,random,tickets,28,66
375,random,tickets,40,56
376,random,tickets,38,34
377,random,tickets,23,47
378,random,tickets,30,66
379,random,tickets,25,54
380,random,tickets,28,-192
381,random,tickets,36,14
382,random,tickets,42,-142
383,random,tickets,23,59
384,random,tickets,42,14
385,random,tickets,33,-199
386,random,tickets,16,42
387,random,tickets,25,42
388,random,tickets,27,89
389,random,tickets,18,-1
390,random,tickets,42,87
391,random,tickets,15,73
392,random,tickets,34,61
393,random,tickets,52,-18
394,random,tickets,15,-16
395,random,tickets,13,66
396,random,tickets,9,51
397,random,tickets,2,49
398,random,tickets,22,30
399,random,tickets,40,39
400,random,tickets,13,44
401,random,tickets,24,53
402,random,tickets,11,45
403,random,tickets,22,37
404,random,tickets,40,69
405,random,tickets,25,15
406,random,tickets,20,71
407,random,tickets,18,65
408,random,tickets,15,81
409,random,tickets,29,69
410,random,tickets,35,60
411,random,tickets,18,55
412,random,tickets,12,33
413,random,tickets,19,38
414,random,tickets,24,30
415,random,tickets,34,48
416,random,tickets,0,83
417,random,tickets,22,17
418,random,tickets,53,-37
419,random,tickets,17,-224
420,random,tickets,27,37
421,random,tickets,36,94
422,random,tickets,20,72
423,random,tickets,16,37
424,random,tickets,16,38
425,random,tickets,21,-39
426,random,tickets,27,71
427,random,tickets,24,80
428,random,tickets,37,23
429,random,tickets,3,63
430,random,tickets,31,76
431,random,tickets,17,2
432,random,tickets,31,68
433,random,tickets,18,60
434,random,tickets,5,69
435,random,tickets,31,32
436,random,tickets,23,76
437,random,tickets,17,86
438,random,tickets,14,51
439,random,tickets,31,44
440,random,tickets,24,-44
441,random,tickets,36,83
442,random,tickets,17,48
443,random,tickets,22,24
444,random,tickets,26,62
445,random,tickets,33,63
446,random,tickets,18,45
447,random,tickets,24,52
448,random,tickets,23,45
449,random,tickets,49,59
450,random,tickets,9,101
451,random,tickets,48,41
452,random,tickets,27,38
453,random,tickets,37,19
454,random,tickets,38,-58
455,random,tickets,29,101
456,random,tickets,25,68
457,random,tickets,25,24
458,random,tickets,35,83
459,random,tickets,22,58
460,random,tickets,9,72
461,random,tickets,44,97
462,random,tickets,22,84
463,random,tickets,32,62
464,random,tickets,18,56
465,random,tickets,29,66
466,random,tickets,18,90
467,random,tickets,34,40
468,random,tickets,13,61
469,random,tickets,5,50
470,random,tickets,26,98
471,random,tickets,11,52
472,random,tickets,15,80
473,random,tickets,6,91
474,random,tickets,38,70
475,random,tickets,-1,72
476,random,tickets,-5,84
477,random,tickets,23,41
478,random,tickets,3,58
479,random,tickets,27,53
480,random,tickets,52,-11
481,random,tickets,19,4
482,random,tickets,28,74
483,random,tickets,35,56
484,random,tickets,25,87
485,random,tickets,20,18
486,random,tickets,14,61
487,random,tickets,11,-156
488,random,tickets,37,36
489,random,tickets,19,66
490,random,tickets,34,-123
491,random,tickets,41,62
492,random,tickets,25,69
493,random,tickets,35,55
494,random,tickets,15,58
495,random,tickets,16,77
496,random,tickets,27,37
497,random,tickets,44,44
498,random,tickets,36,76
499,random,tickets,41,37
