game_num,strategy1,strategy2,points1,points2
449,random,random,52,33
450,random,random,56,36
451,random,random,36,33
452,random,random,59,41
453,random,random,55,18
454,random,random,7,46
455,random,random,38,17
456,random,random,18,47
457,random,random,47,34
458,random,random,25,40
459,random,random,31,54
460,random,random,15,34
461,random,random,23,47
462,random,random,46,23
463,random,random,22,49
464,random,random,45,43
465,random,random,40,34
466,random,random,42,58
467,random,random,45,53
468,random,random,41,40
469,random,random,31,29
470,random,random,65,24
471,random,random,53,42
472,random,random,58,50
473,random,random,44,32
474,random,random,43,32
475,random,random,45,49
476,random,random,53,27
477,random,random,38,34
478,random,random,13,52
479,random,random,23,20
480,random,random,35,24
481,random,random,46,55
482,random,random,29,22
483,random,random,34,42
484,random,random,46,22
485,random,random,31,35
486,random,random,35,28
487,random,random,34,40
488,random,random,31,13
489,random,random,45,29
490,random,random,25,33
491,random,random,27,46
492,random,random,26,26
493,random,random,40,33
494,random,random,34,45
495,random,random,34,24
496,random,random,54,39
497,random,random,33,35
498,random,random,31,40
499,random,random,41,16
