game_num,strategy1,strategy2,points1,points2
417,route,route,89,84
418,route,route,69,98
419,route,route,98,71
420,route,route,85,74
421,route,route,86,73
422,route,route,102,81
423,route,route,76,89
424,route,route,87,74
425,route,route,56,96
426,route,route,95,65
427,route,route,102,80
428,route,route,80,74
429,route,route,83,78
430,route,route,70,97
431,route,route,64,85
432,route,route,77,101
433,route,route,89,57
434,route,route,96,97
435,route,route,92,94
436,route,route,79,100
437,route,route,79,94
438,route,route,94,96
439,route,route,95,91
440,route,route,89,79
441,route,route,83,73
442,route,route,80,76
443,route,route,81,85
444,route,route,83,90
445,route,route,98,59
446,route,route,69,88
447,route,route,106,89
448,route,route,80,80
449,route,route,94,73
450,route,route,78,85
451,route,route,91,87
452,route,route,57,80
453,route,route,78,84
454,route,route,85,63
455,route,route,62,98
456,route,route,62,103
457,route,route,87,88
458,route,route,76,72
459,route,route,93,69
460,route,route,85,84
461,route,route,73,96
462,route,route,84,88
463,route,route,72,90
464,route,route,83,99
465,route,route,81,92
466,route,route,95,83
467,route,route,74,87
468,route,route,87,91
469,route,route,57,109
470,route,route,88,89
471,route,route,68,85
472,route,route,72,106
473,route,route,93,96
474,route,route,104,58
475,route,route,88,84
476,route,route,78,88
477,route,route,91,59
478,route,route,84,74
479,route,route,58,96
480,route,route,91,73
481,route,route,89,77
482,route,route,81,71
483,route,route,76,72
484,route,route,106,77
485,route,route,93,69
486,route,route,56,101
487,route,route,96,92
488,route,route,80,83
489,route,route,98,77
490,route,route,87,71
491,route,route,87,79
492,route,route,90,65
493,route,route,69,79
494,route,route,101,73
495,route,route,82,79
496,route,route,96,77
497,route,route,74,102
498,route,route,52,98
499,route,route,98,83
