game_num,strategy1,strategy2,strategy3,points1,points2,points3
436,route,tickets,route,77,39,60
437,route,tickets,route,74,50,79
438,route,tickets,route,103,49,55
439,route,tickets,route,75,31,86
440,route,tickets,route,75,59,72
441,route,tickets,route,93,41,90
442,route,tickets,route,86,39,74
443,route,tickets,route,78,-69,77
444,route,tickets,route,101,42,68
445,route,tickets,route,95,62,97
446,route,tickets,route,90,-7,85
447,route,tickets,route,111,63,62
448,route,tickets,route,80,12,76
449,route,tickets,route,92,22,78
450,route,tickets,route,98,0,84
451,route,tickets,route,83,38,74
452,route,tickets,route,78,37,70
453,route,tickets,route,105,47,72
454,route,tickets,route,89,24,68
455,route,tickets,route,63,28,93
456,route,tickets,route,83,51,82
457,route,tickets,route,78,62,61
458,route,tickets,route,76,50,65
459,route,tickets,route,75,40,66
460,route,tickets,route,77,6,74
461,route,tickets,route,90,72,81
462,route,tickets,route,74,34,91
463,route,tickets,route,87,35,67
464,route,tickets,route,88,45,76
465,route,tickets,route,95,68,93
466,route,tickets,route,68,41,89
467,route,tickets,route,73,57,81
468,route,tickets,route,95,32,94
469,route,tickets,route,95,50,64
470,route,tickets,route,79,73,80
471,route,tickets,route,80,17,88
472,route,tickets,route,62,31,79
473,route,tickets,route,89,4,62
474,route,tickets,route,92,17,68
475,route,tickets,route,74,18,75
476,route,tickets,route,81,33,87
477,route,tickets,route,105,33,88
478,route,tickets,route,86,44,93
479,route,tickets,route,77,33,74
480,route,tickets,route,79,36,90
481,route,tickets,route,83,81,80
482,route,tickets,route,82,38,78
483,route,tickets,route,97,16,90
484,route,tickets,route,82,53,96
485,route,tickets,route,80,36,94
486,route,tickets,route,91,64,73
487,route,tickets,route,58,7,94
488,route,tickets,route,89,60,86
489,route,tickets,route,69,24,92
490,route,tickets,route,91,24,75
491,route,tickets,route,75,0,82
492,route,tickets,route,74,66,89
493,route,tickets,route,81,44,91
494,route,tickets,route,84,70,83
495,route,tickets,route,63,-3,62
496,route,tickets,route,78,46,94
497,route,tickets,route,79,48,90
498,route,tickets,route,70,72,88
499,route,tickets,route,94,20,57
