game_num,strategy1,strategy2,points1,points2
475,route,random,87,40
476,route,random,72,50
477,route,random,87,33
478,route,random,91,30
479,route,random,86,28
480,route,random,105,40
481,route,random,102,24
482,route,random,85,55
483,route,random,103,37
484,route,random,89,38
485,route,random,104,30
486,route,random,75,55
487,route,random,68,58
488,route,random,102,45
489,route,random,84,40
490,route,random,89,32
491,route,random,93,43
492,route,random,108,43
493,route,random,71,61
494,route,random,115,38
495,route,random,85,57
496,route,random,81,24
497,route,random,99,53
498,route,random,105,43
499,route,random,81,38
